SppCode,Genus,Species Name,Common Name
PA7,Palicourea,,cappel spp
PA22,Parkia,,parkia spp
PE26,Peumus,,peumus spp
PI1,Picea,,spruce spp
PI14,Piper,,pepper spp
PL14,Plinia,,plinia spp
PO10,Polyscias,,aralia spp
PR1,Premna,,premna spp
QU4,Qualea,,qualea spp
RH2,Rhapis,,rhapis spp
RO8,Rourea,,rourea spp
RO8,Rourea,,rourea spp
RU2,Rudgea,,rudgea spp
RU4,Rustia,,rustia spp
SA,Salix,,willow spp
SA14,Samyda,,samyda spp
SH,Shorea,,shorea spp
SI11,Simaba,,simaba spp
SI12,Simira,,simira spp
SP7,Spondias,,mombin spp
SPSP,Spiraea,,spirea spp
VI,Virola,,virola spp
ZI,Zieria,,zieria spp
ZI1,Ziziphus,,jujube spp
AD5,Adenostoma,,chamise spp
AE2,Aeonium,,aeonium spp
AE,Aesculus,,buckeye spp
AG,Agathis,,agathis spp
AL14,Alberta,,alberta spp
AL1,Albizia,,albizia spp
AM10,Amaioua,,amaioua spp
AP2,Apuleia,,apuleia spp
AR4,Arbutus,,madrone spp
AT,Atalaya,,atalaya spp
AT5,Attalea,,attalea spp
BA15,Bactris,,bactris spp
BA14,Balizia,,balizia spp
BA,Banksia,,banksia spp
BA16,Bathysa,,bathysa spp
BE2,Befaria,,befaria spp
BL1,Blighia,,blighia spp
BO8,Bouchea,,bouchea spp
BR3,Breynia,,breynia spp
BU8,Bumelia,,bumelia spp
BU6,Bursera,,bursera spp
BUSP,Buxus,,boxwood spp
CA6,Cajanus,,cajanus spp
CA13,Calluna,,heather spp
CA28,Canotia,,canotia spp
CA34,Carissa,,carissa spp
CA37,Carnegia,,saguaro spp
CA1,Carya,,hickory spp
CA44,Casasia,,casasia spp
CA46,Cassine,,cassine spp
CA49,Castela,,castela spp
CA3,Catalpa,,catalpa spp
CE5,Cedrela,,cedrela spp
CH11,Chamaesyce,,sandmat spp
CI1,Cibotium,,manfern spp
CL7,Cleyera,,cleyera spp
CO16,Colutea,,colutea spp
CO1,Cornus,,dogwood spp
CO31,Corokia,,corokia spp
CO17,Corypha,,corypha spp
CO45,Couepia,,couepia spp
CU5,Cupania,,cupania spp
CU,Cupressus,,cypress spp
CU3,Cuttsia,,cuttsia spp
CY6,Cydonia,,cydonia spp
CY8,Cypholophus,,lopleaf spp
DA7,Davidia,,davidia spp
DE5,Delonix,,delonix spp
DI7,Diphysa,,diphysa spp
DO,Dombeya,,dombeya spp
DU2,Duranta,,duranta spp
EH1,Ehretia,,ehretia spp
EL4,Eleutherococcus,,ginseng spp
EM1,Embelia,,embelia spp
EN2,Entelea,,entelea spp
ER12,Ernodea,,ernodea spp
EU6,Eugenia,,stopper spp
EU11,Euryops,,euryops spp
EX4,Exothea,,exothea spp
FA1,Fagraea,,fagraea spp
FI4,Fitchia,,fitchia spp
FL6,Flourensia,,tarwort spp
FL,Floydia,,floydia spp
FO4,Fortunella,,kumquat spp
FU1,Fuchsia,,fuchsia spp
GA9,Garcinia,,saptree spp
GA13,Gaussia,,gaussia spp
GE,Geijera,,geijera spp
GE7,Geonoma,,geonoma spp
GI3,Ginoria,,ginoria spp
GM1,Gmelina,,gmelina spp
GO2,Goetzea,,goetzea spp
GU2,Guapira,,guapira spp
GU5,Guazuma,,guazuma spp
HA7,Hamelia,,hamelia spp
HE16,Henriettea,,camasey spp
HO6,Hoheria,,hoheria spp
HO,Holocarpha,,tarweed spp
HO9,Hovenia,,hovenia spp
IS3,Isertia,,isertia spp
JA6,Jasminum,,jasmine spp
JU,Juniperus,,juniper spp
KA3,Kanaloa,,kanaloa spp
LA8,Lantana,,lantana spp
LE1,Leandra,,leandra spp
LE14,Leptospermum,,teatree spp
LI1,Licania,,licania spp
LI2,Licaria,,licaria spp
LI16,Lithrea,,lithrea spp
LO1,Lobelia,,lobelia spp
LO,Lomatia,,lomatia spp
LU5,Lunania,,lunania spp
MA,Maackia,,maackia spp
MA8,Maclura,,maclura spp
MA11,Mahonia,,mahonia spp
MA27,Manihot,,manihot spp
MA35,Matayba,,matayba spp
MO7,Morinda,,morinda spp
MO8,Moringa,,moringa spp
MO11,Mouriri,,mouriri spp
MU4,Murraya,,murraya spp
MY2,Myrcia,,rodwood spp
NA2,Nandina,,nandina spp
NA,Nauclea,,nauclea spp
NE9,Neraudia,,ma'oloa spp
NI1,Nicotiana,,tobacco spp
NU,Nuytsia,,nuytsia spp
OC2,Ochroma,,ochroma spp
OL,Olearia,,olearia spp
OP1,Oplonia,,oplonia spp
OR1,Ormosia,,ormosia spp
OU1,Ouratea,,ouratea spp
OX2,Oxandra,,oxandra spp
PA1,Pachira,,pachira spp
PA15,Paeonia,,paeonia spp
PA18,Parthenocissus,,creeper spp
PE11,Pentzia,,pentzia spp
PE20,Petitia,,petitia spp
PI12,Pimenta,,pimenta spp
PO17,Pongamia,,pongame spp
PR5,Prockia,,prockia spp
PR9,Protium,,protium spp
PT1,Ptelea,,hoptree spp
QU2,Quassia,,quassia spp
RA6,Rapanea,,rapanea spp
RA,Ravenea,,ravenea spp
RA5,Ravenia,,ravenia spp
RISP,Ribes,,currant spp
RI1,Ricinus,,ricinus spp
RO10,Roupala,,roupala spp
RO10,Roupala,,roupala spp
SA7,Sagraea,,hogwood spp
SC1,Scaevola,,naupaka spp
SC13,Schotia,,schotia spp
SE,Sequoia,,redwood spp
SE9,Serenoa,,serenoa spp
SI9,Simmondsia,,goatnut spp
SO5,Sorghum,,sorghum spp
SO6,Sorocea,,sorocea spp
ST3,Stahlia,,stahlia spp
SU2,Suriana,,suriana spp
SW3,Sweetia,,sweetia spp
SY1,Syagrus,,syagrus spp
TA9,Tamonea,,tamonea spp
TE,Telopea,,telopea spp
TE2,Tectona,,tectona spp
TI2,Tipuana,,tipuana spp
TO4,Torreya,,torreya spp
TR14,Trophis,,trophis spp
TS,Tsuga,,hemlock spp
WE,Weigela,,weigela spp
XI1,Ximenia,,ximenia spp
XY3,Xylosma,,xylosma spp
XY4,Xylopia,,xylopia spp
ZE,Zelkova,,zelkova spp
AC7,Acnistus,,acnistus spp
AC11,Acosmium,,acosmium spp
AD3,Adenanthera,,beadtree spp
AD,Adenaria,,adenaria spp
AI2,Aiphanes,,aiphanes spp
AL12,Aloysia,,beebrush spp
AL16,Alstonia,,alstonia spp
AT2,Atriplex,,saltbush spp
AV,Averrhoa,,averrhoa spp
AV1,Avicennia,,mangrove spp
BA13,Bauhinia,,bauhinia spp
BESP,Berberis,,barberry spp
BO2,Bocconia,,bocconia spp
BR15,Brassaia,,brassaia spp
BR7,Brosimum,,brosimum spp
BU3,Buckleya,,buckleya spp
BU,Bursaria,,bursaria spp
CA58,Cabralea,,cabralea spp
CA8,Callaeum,,callaeum spp
CA9,Calliandra,,stickpea spp
CA27,Calytrix,,calytrix spp
CA22,Camellia,,camellia spp
CA31,Canarium,,canarium spp
CA29,Canthium,,canthium spp
CA2,Caragana,,peashrub spp
CA32,Carallia,,carallia spp
CA40,Carpinus,,hornbeam spp
CA45,Casearia,,casearia spp
CA4,Castanea,,chestnut spp
CA50,Castilla,,castilla spp
CE4,Cecropia,,pumpwood spp
CH5,Chamaebatiaria,,fernbush spp
CH3,Chamaerops,,fan palm spp
CH31,Chitalpa,,chitalpa spp
CI3,Cinchona,,cinchona spp
CI4,Cinnamomum,,cinnamon spp
CL14,Clarisia,,clarisia spp
CL9,Clidemia,,clidemia spp
CL13,Clusia,,attorney spp
CO40,Cocculus,,cocculus spp
CO9,Codiaeum,,codiaeum spp
CO34,Cornutia,,cornutia spp
CO2,Corylus,,hazelnut spp
CO,Corymbia,,corymbia spp
CO47,Coutarea,,coutarea spp
CR10,Crassula,,crassula spp
CR,Crataegus,,hawthorn spp
CU1,Cudrania,,cudrania spp
CU2,Cussonia,,cussonia spp
CY2,Cyathea,,treefern spp
CY13,Cybistax,,cybistax spp
DE4,Delissea,,delissea spp
DE6,Denhamia,,denhamia spp
DI4,Dillenia,,dillenia spp
DO1,Dodonaea,,dodonaea spp
DR,Dracaena,,dracaena spp
DR6,Drypetes,,drypetes spp
DU1,Dubautia,,dubautia spp
EL2,Elaeis,,oil palm spp
ES1,Escallonia,,redclaws spp
EU5,Eucommia,,eucommia spp
EU101,Euplassa,,euplassa spp
EX3,Exostema,,exostema spp
FI,Filicium,,filicium spp
FI2,Fitzroya,,fitzroya spp
FL7,Flueggea,,bushweed spp
FO6,Fouquieria,,ocotillo spp
FU2,Funtumia,,funtumia spp
FU3,Furcraea,,furcraea spp
GA5,Galium,,bedstraw spp
GA14,Gallesia,,gallesia spp
GA8,Garberia,,garberia spp
GA2,Gardenia,,gardenia spp
GE5,Genistidium,,brushpea spp
GE1,Geranium,,geranium spp
GE6,Gesneria,,gesneria spp
GO7,Gordonia,,gordonia spp
HA13,Havardia,,havardia spp
HE11,Helietta,,helietta spp
HI5,Hirtella,,hirtella spp
HO5,Homalium,,homalium spp
HY3,Hymenaea,,hymenaea spp
HY6,Hypelate,,hypelate spp
HY9,Hyptis,,bushmint spp
KO3,Koeberlinia,,allthorn spp
LA1,Labordia,,labordia spp
LA4,Lagascea,,lagascea spp
LA9,Laplacea,,laplacea spp
LA14,Laurus,,bay tree spp
LA15,Lavandula,,lavender spp
LA17,Lawsonia,,lawsonia spp
LE23,Lecythis,,lecythis spp
LE5,Leitneria,,corkwood spp
LE18,Leucaena,,leadtree spp
LI9,Liquidambar,,sweetgum spp
LO4,Lonchocarpus,,lancepod spp
MA1,Magnolia,,magnolia spp
MA17,Mallotus,,mallotus spp
MA36,Matelea,,milkvine spp
ME10,Melicope,,melicope spp
ME11,Meliosma,,meliosma spp
ME13,Melochia,,melochia spp
ME14,Menodora,,menodora spp
ME21,Meriania,,meriania spp
ME17,Mespilus,,mespilus spp
MI1,Michelia,,michelia spp
MI,Mimusops,,mimusops spp
MO1,Monotoca,,monotoca spp
MO4,Montanoa,,montanoa spp
MO6,Morella,,bayberry spp
MO,Morus,,mulberry spp
MY1,Myoporum,,myoporum spp
NE2,Neea,,saltwood spp
NE11,Nerium,,oleander spp
NE13,Nesoluma,,nesoluma spp
NE14,Nestegis,,nestegis spp
NO,Notelaea,,notelaea spp
NO5,Nototrichium,,rockwort spp
OE1,Oemleria,,oemleria spp
OR,Orbignya,,orbignya spp
PA,Parrotia,,ironwood spp
PA17,Parthenium,,feverfew spp
PE14,Pereskia,,pereskia spp
PH3,Phellodendron,,corktree spp
PH16,Physocarpus,,ninebark spp
PH17,Phytolacca,,pokeweed spp
PI6,Picrasma,,picrasma spp
PI8,Pictetia,,pictetia spp
PI15,Piptocarpha,,ashdaisy spp
PI17,Pipturus,,pipturus spp
PI19,Piscidia,,piscidia spp
PI21,Pistacia,,pistache spp
PL3,Platanus,,sycamore spp
PL13,Plumeria,,plumeria spp
PO7,Polygala,,polygala spp
PO9,Polygonum,,knotweed spp
PO11,Poncirus,,poncirus spp
PO15,Pouteria,,pouteria spp
PR2,Prestoea,,prestoea spp
PR6,Prosopis,,mesquite spp
PR7,Proustia,,proustia spp
PS,Psoralea,,psoralea spp
PS15,Psoralidium,,scurfpea spp
QU3,Quillaja,,quillaja spp
RO4,Rollinia,,rollinia spp
RO7,Rosmarinus,,rosemary spp
RO7,Rosmarinus,,rosemary spp
SA13,Samanea,,raintree spp
SA19,Sapium,,milktree spp
SA3,Sabal,,palmetto spp
SA4,Sabicea,,woodvine spp
SA5,Sadleria,,sadleria spp
SC4,Schiedea,,schiedea spp
SE12,Serissa,,snowrose spp
SI13,Siparuna,,siparuna spp
SL1,Sloanea,,bullwood spp
SO7,Solandra,,solandra spp
ST17,Streblus,,streblus spp
ST25,Styrax,,snowbell spp
ST4,Stifftia,,stifftia spp
SW1,Swietenia,,mahogany spp
SW2,Swartzia,,swartzia spp
SW4,Swinglea,,swinglea spp
SY8,Syzygium,,syzygium spp
TA1,Taiwania,,taiwania spp
TA2,Tamarix,,tamarisk spp
TA20,Tapirira,,tapirira spp
TA3,Tabernaemontana,,milkwood spp
TA7,Tamarindus,,tamarind spp
TE3,Tephrosia,,hoarypea spp
TH6,Thevetia,,thevetia spp
TH7,Thouinia,,thouinia spp
TI,Tilia,,basswood spp
TI3,Timonius,,timonius spp
TO2,Toona,,redcedar spp
TO8,Tovomita,,tovomita spp
TU3,Turpinia,,turpinia spp
UN1,Ungnadia,,ungnadia spp
UR3,Urvillea,,urvillea spp
VA2,Valeriana,,valerian spp
VA3,Vallesia,,vallesia spp
VA7,Vauquelinia,,rosewood spp
VA8,Varronia,,varronia spp
VE1,Veitchia,,veitchia spp
VE4,Vernicia,,vernicia spp
VI2,Virgilia,,virgilia spp
VISP2,Viburnum,,viburnum spp
VO,Vochysia,,vochysia spp
WI,Wisteria,,wisteria spp
WI1,Wigandia,,wigandia spp
WO,Wollemia,,wollemia spp
WO1,Wodyetia,,wodyetia spp
WR,Wrightia,,wrightia spp
ZA,Zapoteca,,zapoteca spp
ZE2,Zenobia,,honeycup spp
ZE4,Zeyheria,,zeyheria spp
AC4,Acradenia,,acradenia spp
AC10,Acrocomia,,acrocomia spp
AC6,Actinidia,,actinidia spp
AD1,Adansonia,,adansonia spp
AD2,Adelia,,wild lime spp
AD6,Adolphia,,prickbush spp
AF,Afrormosia,,afromosia spp
AG4,Ageratina,,snakeroot spp
AG2,Agrostis,,bentgrass spp
AI1,Ailanthus,,ailanthus spp
AL11,Alchornea,,alchornea spp
AL3,Alectryon,,alectryon spp
AL5,Aleurites,,aleurites spp
AL7,Allamanda,,allamanda spp
AL10,Alloxylon,,alloxylon spp
AL15,Alsophila,,alsophila spp
AL18,Alvaradoa,,alvaradoa spp
AM1,Amherstia,,amherstia spp
AM7,Amphipappus,,chaffbush spp
AM9,Amyris,,torchwood spp
AN,Angophora,,angophora spp
AN4,Anopterus,,anopterus spp
AR2,Aralia,,spikenard spp
AR3,Araucaria,,araucaria spp
AR7,Arctostaphylos,,manzanita spp
AR9,Ardisia,,marlberry spp
AR20,Artemisia,,sagebrush spp
AS6,Astronium,,astronium spp
AU3,Aureliana,,aureliana spp
BA1,Baccharis,,baccharis spp
BA11,Batesimalva,,gaymallow spp
BE3,Bedfordia,,bedfordia spp
BO12,Boehmeria,,boehmeria spp
BO11,Bouvardia,,bouvardia spp
BR5,Brighamia,,brighamia spp
BR6,Brongniartia,,greentwig spp
BR11,Bruguiera,,bruguiera spp
BR12,Brunellia,,brunellia spp
BY1,Byrsonima,,byrsonima spp
CA7,Callicoma,,callicoma spp
CA23,Calpurnia,,calpurnia spp
CA60,Cariniana,,cariniana spp
CA54,Casimiroa,,casimiroa spp
CA53,Catesbaea,,lilythorn spp
CE1,Ceanothus,,ceanothus spp
CE2,Celtis,,hackberry spp
CE15,Ceratonia,,ceratonia spp
CE22,Cercidium,,cercidium spp
CE20,Cestrum,,jessamine spp
CH15,Chenopodium,,goosefoot spp
CH18,Chiococca,,milkberry spp
CL2,Claoxylon,,claoxylon spp
CL8,Clibadium,,clibadium spp
CL10,Cliftonia,,cliftonia spp
CO4,Coccoloba,,coccoloba spp
CO12,Coleogyne,,coleogyne spp
CO13,Colubrina,,nakedwood spp
CO14,Colvillea,,colvillea spp
CO21,Condalia,,snakewood spp
CO24,Conostegia,,snailwood spp
CO26,Copaifera,,copaifera spp
CO28,Corchorus,,corchorus spp
CO30,Cordyline,,cordyline spp
CO39,Cotinus,,smoketree spp
CO46,Coussarea,,coussarea spp
CR8,Crotalaria,,rattlebox spp
CY7,Cynometra,,cynometra spp
CY11,Cyrtandra,,cyrtandra spp
DA1,Dacryodes,,dacryodes spp
DE10,Dendropemon,,leechbush spp
DI,Dicksonia,,dicksonia spp
DI6,Diospyros,,diospyros spp
DI9,Distictis,,distictis spp
DO2,Doryphora,,doryphora spp
DY,Dysoxylum,,dysoxylum spp
EC4,Ecclinusa,,ecclinusa spp
ED1,Edgeworthia,,paperbush spp
EL1,Elaeagnus,,elaeagnus spp
EL5,Elliottia,,elliottia spp
EN,Endiandra,,endiandra spp
ER17,Eriotheca,,eriotheca spp
ER15,Erythrina,,erythrina spp
EU99,Eucryphia,,eucryphia spp
EU3,Eupomatia,,eupomatia spp
EX1,Exocarpos,,exocarpos spp
FORS,Forsythia,,forsythia spp
FR1,Frangula,,buckthorn spp
GL6,Glycosmis,,glycosmis spp
GO1,Gochnatia,,gochnatia spp
GO3,Gomidesia,,gomidesia spp
GO9,Gouania,,chewstick spp
GR4,Grevillea,,grevillea spp
GU4,Guatteria,,guatteria spp
GU6,Guettarda,,guettarda spp
GY1,Gyminda,,false box spp
HA10,Harpullia,,harpullia spp
HE2,Hedycarya,,hedycarya spp
HE4,Hedyosmum,,hedyosmum spp
HE26,Heisteria,,heisteria spp
HE15,Hemizonia,,rosinweed spp
HE,Heritiera,,heritiera spp
HE18,Hernandia,,hernandia spp
HI3,Hippomane,,hippomane spp
HYSP,Hydrangea,,hydrangea spp
HY1,Hyeronima,,hyeronima spp
HY,Hyophorbe,,hyophorbe spp
IL2,Illicium,,anisetree spp
JA1,Jacaranda,,jacaranda spp
JA8,Jacaratia,,jacaratia spp
JA,Jacksonia,,jacksonia spp
JA3,Jacquinia,,jacquinia spp
JA5,Jamesia,,cliffbush spp
JO,Joannesia,,joannesia spp
KE1,Keckiella,,keckiella spp
LA19,Lacistema,,lacistema spp
LA18,Lafoensia,,lafoensia spp
LA5,Lagunaria,,lagunaria spp
LA20,Lamanonia,,lamanonia spp
LE10,Lepidospartum,,broomsage spp
LE16,Lespedeza,,lespedeza spp
LE21,Leucothoe,,doghobble spp
LI5,Lindera,,spicebush spp
LI10,Liriodendron,,tuliptree spp
LI18,Livistona,,livistona spp
MA3,Macadamia,,macadamia spp
MA4,Macaranga,,macaranga spp
MA7,Machaonia,,machaonia spp
MA16,Malephora,,malephora spp
MA39,Malouetia,,malouetia spp
MA19,Malpighia,,malpighia spp
MA28,Manilkara,,manilkara spp
MA40,Maprounea,,maprounea spp
MA14,Maranthes,,maranthes spp
MA5,Markhamia,,markhamia spp
MA33,Marlierea,,marlierea spp
ME2,Mecranium,,mecranium spp
ME3,Medinilla,,medinilla spp
ME4,Melaleuca,,melaleuca spp
ME7,Melastoma,,melastoma spp
ME16,Menziesia,,menziesia spp
MI5,Millettia,,millettia spp
MI9,Mitracarpus,,girdlepod spp
MO9,Morisonia,,morisonia spp
MU3,Muntingia,,muntingia spp
MY5,Myrica,,sweetgale spp
MY10,Myroxylon,,myroxylon spp
MY8,Myrsine,,colicwood spp
NE1,Nectandra,,nectandra spp
NE15,Nestronia,,nestronia spp
NI2,Nierembergia,,cupflower spp
NO1,Nolina,,beargrass spp
OC4,Ocotea,,sweetwood spp
OP2,Oplopanax,,oplopanax spp
OS1,Osmanthus,,devilwood spp
OX,Oxylobium,,oxylobium spp
PA6,Palaquium,,palaquium spp
PA10,Pandanus,,screwpine spp
PA13,Parkinsonia,,paloverde spp
PA16,Parryella,,parryella spp
PA19,Paulownia,,paulownia spp
PA21,Paxistima,,paxistima spp
PE27,Peltogyne,,peltogyne spp
PE,Persoonia,,persoonia spp
PH,Phillyrea,,phillyrea spp
PH7,Phoenix,,date palm spp
PI13,Pinckneya,,pinckneya spp
PI22,Pithecellobium,,blackbead spp
PL9,Pleomele,,hala pepe spp
PO3,Podocarpus,,plum pine spp
PO4,Poitea,,wattapama spp
PO16,Pouzolzia,,pouzolzia spp
PYSP,Pyracantha,,firethorn spp
PY3,Pyrularia,,pyrularia spp
RH8,Rhodamnia,,rhodamnia spp
SA15,Sanchezia,,sanchezia spp
SA18,Sapindus,,soapberry spp
SA23,Sassafras,,sassafras spp
SC11,Schoepfia,,schoepfia spp
SC12,Schradera,,schradera spp
SE13,Sesbania,,riverhemp spp
SE14,Severinia,,severinia spp
SE15,Seguieria,,seguieria spp
SE3,Sedum,,stonecrop spp
SE4,Senegalia,,senegalia spp
SI3,Sida,,fanpetals spp
SI8,Simarouba,,simarouba spp
SP2,Spathodea,,spathodea spp
ST13,Sterculia,,sterculia spp
ST15,Stewartia,,stewartia spp
ST16,Stillingia,,toothleaf spp
ST20,Strumpfia,,strumpfia spp
ST21,Strychnos,,strychnos spp
ST22,Stylogyne,,stylogyne spp
ST24,Styphelia,,styphelia spp
ST8,Stenogyne,,stenogyne spp
SY2,Symphoricarpos,,snowberry spp
SY4,Symphysia,,symphysia spp
SY5,Symplocos,,sweetleaf spp
TA19,Tachigali,,tachigali spp
TA4,Tasmannia,,tasmannia spp
TE18,Teucrium,,germander spp
TE7,Tetradium,,tetradium spp
TH,Thujopsis,,thujopsis spp
TH4,Theobroma,,theobroma spp
TH5,Thespesia,,thespesia spp
TH9,Thuja,,red cedar spp
TI1,Tibouchina,,glorytree spp
TR11,Triphasia,,triphasia spp
TR13,Trixis,,threefold spp
TR18,Triplaris,,triplaris spp
TR8,Trichilia,,trichilia spp
VA1,Vaccinium,,blueberry spp
VA4,Vanclevea,,vanclevea spp
VA5,Vangueria,,vangueria spp
VE,Ventilago,,ventilago spp
VI1,Viminaria,,viminaria spp
WA1,Wallenia,,jacanillo spp
WA3,Waltheria,,waltheria spp
XY,Xylomelum,,xylomelum spp
ZO,Zollernia,,zollernia spp
AC2,Acalypha,,copperleaf spp
AE1,Aegiphila,,spiritweed spp
AF1,Afrocarpus,,afrocarpus spp
AL9,Allophylus,,allophylus spp
AL13,Alphitonia,,alphitonia spp
AM6,Ampelopsis,,peppervine spp
AM8,Amphitecna,,amphitecna spp
AN1,Anacardium,,anacardium spp
AN12,Antidaphne,,antidaphne spp
AP,Apophyllum,,apophyllum spp
AR14,Argyrautia,,arhyrautia spp
AR22,Artocarpus,,breadfruit spp
AT1,Atamisquea,,atamisquea spp
AT4,Athrotaxis,,athrotaxis spp
BA5,Backhousia,,backhousia spp
BA8,Barleriola,,barleriola spp
BE1,Beaucarnea,,beaucarnea spp
BI4,Bischofia,,bishopwood spp
BI,Bismarckia,,bismarckia spp
BO10,Bourreria,,strongbark spp
BR10,Brugmansia,,brugmansia spp
BR14,Brya,,coccuswood spp
BU10,Buchanania,,buchanania spp
BU1,Buchenavia,,buchenavia spp
CA16,Calotropis,,calotropis spp
CA17,Calycanthus,,sweetshrub spp
CE13,Cephalanthus,,buttonbush spp
CE24,Cespedesia,,cespedesia spp
CH19,Chionanthus,,fringetree spp
CH27,Chrysolepis,,chinquapin spp
CI8,Citharexylum,,fiddlewood spp
CI10,Citronella,,citronella spp
CI9,Citrullus,,watermelon spp
CL1,Cladrastis,,cladrastis spp
CL5,Clermontia,,clermontia spp
CL6,Clerodendrum,,glorybower spp
CN1,Cnemidaria,,cnemidaria spp
CN2,Cneoridium,,cneoridium spp
CO19,Comocladia,,maidenplum spp
CO15,Copernicia,,copernicia spp
CO35,Coronilla,,crownvetch spp
CO32,Corylopsis,,corylopsis spp
CR2,Crescentia,,crescentia spp
CR7,Crossosoma,,rockflower spp
CU6,Cupaniopsis,,carrotwood spp
CY3,Cybianthus,,cybianthus spp
DA5,Daphnopsis,,daphnopsis spp
DA9,Davidsonia,,davidsonia spp
DE8,Dendromecon,,tree poppy spp
DI13,Dictyoloma,,dictyoloma spp
DI1,Dipteronia,,dipteronia spp
EM2,Embothrium,,embothrium spp
EP3,Epilobium,,willowherb spp
ER1,Eranthemum,,eranthemum spp
ER,Eremophila,,eremophila spp
ER5,Ericameria,,ericameria spp
ER11,Erithalis,,blacktorch spp
EX2,Exochorda,,pearlbrush spp
EY1,Eysenhardtia,,kidneywood spp
FL1,Flacourtia,,flacourtia spp
FL5,Flindersia,,flindersia spp
FO1,Fontanesia,,fontanesia spp
FO5,Fothergilla,,witchalder spp
GA10,Garrya,,silktassel spp
GL4,Gliricidia,,quickstick spp
GL,Glochidion,,glochidion spp
GL5,Glossopetalon,,greasebush spp
GR,Griselinia,,griselinia spp
GU7,Gundlachia,,gundlachia spp
GY2,Gymnanthes,,gymnanthes spp
GY3,Gymnocladus,,coffeetree spp
GY,Gymnostoma,,gymnostoma spp
HA,Halesia,,silverbell spp
HA6,Hamamelis,,witchhazel spp
HE5,Hedyotis,,starviolet spp
HE10,Helicteres,,helicteres spp
HISP,Hibiscus,,rosemallow spp
HO4,Holodiscus,,oceanspray spp
HY4,Hymenoclea,,burrobrush spp
HY7,Hyperbaena,,hyperbaena spp
IS1,Isocoma,,goldenbush spp
IT1,Itea,,sweetspire spp
IV1,Iva,,marshelder spp
KA1,Kalmiopsis,,kalmiopsis spp
KA4,Karwinskia,,karwinskia spp
KI2,Kielmeyera,,keilmeyera spp
KL1,Kleinhovia,,kleinhovia spp
KO5,Kokia,,treecotton spp
KO6,Kolkwitzia,,kolkwitzia spp
LA13,Lasianthus,,lasianthus spp
LE6,Leonotis,,lion's ear spp
LE2,Leptomeria,,leptomeria spp
LE13,Leptopus,,maidenbush spp
LI,Libocedrus,,libocedrus spp
LY1,Lycianthes,,lycianthes spp
MA6,Machaerium,,machaerium spp
MA12,Macrozamia,,macrozamia spp
MA21,Malvaviscus,,wax mallow spp
MA26,Manglietia,,manglietia spp
MA41,Marcgravia,,marcgravia spp
ME9,Melicoccus,,melicoccus spp
ME1,Metrodorea,,metrodorea spp
MO12,Mollinedia,,mollinedia spp
MO10,Mortonia,,saddlebush spp
MY4,Myrciaria,,guavaberry spp
MY,Myrocarpus,,myrocarpus spp
NO4,Nothofagus,,nothofagus spp
OC3,Ochrosia,,yellowwood spp
OM,Omalanthus,,omalanthus spp
ON1,Ononis,,restharrow spp
OS2,Osteomeles,,osteomeles spp
PA5,Paederia,,sewer vine spp
PA12,Parathesis,,parathesis spp
PA3,Patagonula,,patagonula spp
PE25,Peucephyllum,,pygmycedar spp
PHSP2,Photinia,,chokeberry spp
PH11,Phyllanthus,,leafflower spp
PI5,Picramnia,,bitterbush spp
PISP,Pieris,,fetterbush spp
PI10,Pilocarpus,,pilocarpus spp
PI24,Piptadenia,,piptadenia spp
PI23,Pittosporum,,cheesewood spp
PL1,Planera,,planertree spp
PL5,Platydesma,,platydesma spp
PO1,Polyalthia,,polyalthia spp
PO6,Pomaderris,,pomaderris spp
PO12,Pontederia,,pontederia spp
PO,Populus,,cottonwood spp
PO18,Posoqueria,,posoqueria spp
PO2,Potentilla,,cinquefoil spp
PS20,Pseudosasa,,pseudosasa spp
PT2,Pteralyxia,,pteralyxia spp
PT4,Pterocarya,,pterocarya spp
PU2,Purshia,,cliff rose spp
QU1,Quararibea,,quararibea spp
RE2,Reynoldsia,,reynoldsia spp
RH5,Rhodotypos,,rhodotypos spp
RO3,Rothmannia,,rothmannia spp
RO9,Roystonea,,royal palm spp
RO3,Rothmannia,,rothmannia spp
RO9,Roystonea,,royal palm spp
RU,Rubus,,blackberry spp
RU3,Ruprechtia,,ruprechtia spp
SA16,Santalum,,sandalwood spp
SA2,Sambucus,,elderberry spp
SA20,Sarcobatus,,greasewood spp
SC3,Schefflera,,schefflera spp
SC5,Schinus,,peppertree spp
SC6,Schisandra,,schisandra spp
SE2,Securidaca,,securidaca spp
SO1,Solanum,,nightshade spp
ST,Strelitzia,,strelitzia spp
ST2,Stachytarpheta,,porterweed spp
ST5,Staphylea,,bladdernut spp
TE14,Tetrapanax,,tetrapanax spp
TE17,Tetrazygia,,clover ash spp
TH10,Thunbergia,,thunbergia spp
TO5,Touchardia,,touchardia spp
TO7,Toxicodendron,,poison oak spp
TR12,Triumfetta,,triumfetta spp
TR15,Trithrinax,,spiny palm spp
TR7,Triadica,,tallowtree spp
VI5,Vitex,,chastetree spp
WE3,Weinmannia,,weinmannia spp
ZA2,Zanthoxylum,,pricklyash spp
AC1,Acokanthera,,acokanthera spp
AM3,Amelasorbus,,amelasorbus spp
AN13,Antidesma,,chinalaurel spp
AR15,Argyroxiphium,,silversword spp
AS5,Astrocaryum,,astrocaryum spp
AZ1,Azadirachta,,azadirachta spp
